점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정연도,운영여부,데이터기준일자,제공기관코드,제공기관명
CU 산곡한양점,인천광역시,부평구,28237,인천광역시 부평구 마장로 287,인천광역시 부평구 산곡동 182,37.50360605,126.7008096,032-330-0441,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평동아점,인천광역시,부평구,28237,인천광역시 부평구 부흥로 245,인천광역시 부평구 부평동 70-88,37.49903421,126.719095,032-501-4314,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평문화점,인천광역시,부평구,28237,인천광역시 부평구 부평문화로65번길 25,인천광역시 부평구 부평동 206-14,37.495156,126.723319,032-361-6636,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부개무지개점,인천광역시,부평구,28237,인천광역시 부평구 길주로 640,인천광역시 부평구 부개동 477-1,37.506172,126.7340596,032-522-6455,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평해인점,인천광역시,부평구,28237,인천광역시 부평구 원적로488번길 13,인천광역시 부평구 부평동 451-98,37.5025961,126.7210936,032-505-9695,인천부평경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
CU 부평래미안점,인천광역시,부평구,28237,인천광역시 부평구 주부토로81번길 50,인천광역시 부평구 부평동 950,37.50275106,126.7226175,032-518-1580,인천삼산경찰서,2018,Y,2025-12-22,3540000,인천광역시 부평구
GS25 문창중앙점,대전광역시,중구,30140,대전광역시 중구 대종로386번길 99,대전광역시 중구 문창동 10-19,36.32276997,127.4341267,042-222-3233,남대전지구대,2017,Y,2025-09-16,3650000,대전광역시 중구
GS25 보문오거리점,대전광역시,중구,30140,대전광역시 중구 충무로 84,대전광역시 중구 대사동 95-2,36.31713813,127.4264966,042-226-4778,남대전지구대,2017,Y,2025-09-16,3650000,대전광역시 중구
GS25 문창사랑점,대전광역시,중구,30140,대전광역시 중구 문창로 108,대전광역시 중구 문창동 33-27,36.32254596,127.4317303,042-252-1422,남대전지구대,2017,Y,2025-09-16,3650000,대전광역시 중구
씨유서구검단로점,인천광역시,서구,28260,인천광역시 서구 검단로 504,인천광역시 서구 마전동 983-2,37.60272694,126.6601514,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유검단대림점,인천광역시,서구,28260,인천광역시 서구 완정로165번안길 1,인천광역시 서구 왕길동 667-1,37.60098399,126.658251,032-567-7289,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐검단원룸점,인천광역시,서구,28260,인천광역시 서구 검단로 516,인천광역시 서구 마전동 983-7,37.60320278,126.6613483,032-569-3851,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유검단원룸점,인천광역시,서구,28260,인천광역시 서구 완정로156번안길 11,인천광역시 서구 마전동 991-11,37.60249435,126.6627722,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24당하풍림점,인천광역시,서구,28260,인천광역시 서구 청마로148번길 9,인천광역시 서구 당하동 1099-3,37.59078982,126.6783713,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25검단우림점,인천광역시,서구,28260,,인천광역시 서구 마전동 999-11번지,37.5981805,126.6720459,032-561-2529,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
GS25서구빌리지점,인천광역시,서구,28260,인천광역시 서구 연희로33번길 4,인천광역시 서구 연희동 742-4,37.54890316,126.6732491,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유서구서곶점,인천광역시,서구,28260,인천광역시 서구 대평로56번길 17,인천광역시 서구 연희동 733-2,37.54878246,126.6703455,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐일송점,인천광역시,서구,28260,인천광역시 서구 심곡로194번길 33,인천광역시 서구 공촌동 307-30,37.55080023,126.6857027,032-564-8756,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
씨유공촌중앙점,인천광역시,서구,28260,인천광역시 서구 경명대로683번길 5-1,인천광역시 서구 공촌동 302-3,37.55251213,126.6843597,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
이마트24서구공촌점,인천광역시,서구,28260,인천광역시 서구 심곡로 208,인천광역시 서구 공촌동 309-10,37.55151764,126.6824362,,인천서부경찰서,2023,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐가정중앙점,인천광역시,서구,28260,인천광역시 서구 가정로352번길 28,인천광역시 서구 가정동 522,37.51596858,126.6760054,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유루원하늘채점,인천광역시,서구,28260,인천광역시 서구 가정로 387,인천광역시 서구 신현동 302-1,37.52167915,126.6727509,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라리치아노점,인천광역시,서구,28260,인천광역시 서구 청라에메랄드로102번길 10,인천광역시 서구 청라동 167-1,37.53393045,126.6574736,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐청라센터점,인천광역시,서구,28260,인천광역시 서구 청라라임로 51,인천광역시 서구 청라동 162-22,37.53214039,126.652910,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유검암황금점,인천광역시,서구,28260,인천광역시 서구 승학로483번길 22-3,인천광역시 서구 검암동 604-2,37.56410352,126.6719036,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유검암골드점,인천광역시,서구,28260,인천광역시 서구 승학로506번길 27-3,인천광역시 서구 검암동 620-13,37.56298325,126.6755343,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유연희계명공원점,인천광역시,서구,28260,인천광역시 서구 연희로42번길 11,인천광역시 서구 연희동 735-1,37.55028404,126.6721834,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유마전해피점,인천광역시,서구,28260,인천광역시 서구 검단로623번안길 2,인천광역시 서구 마전동 1133,37.61112915,126.6668394,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25루원제일풍경채점,인천광역시,서구,28260,인천광역시 서구 봉오재3로 11,인천광역시 서구 가정동 603-1,37.53107611,126.6673342,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25심곡대동점,인천광역시,서구,28260,인천광역시 서구 심곡로 129,인천광역시 서구 심곡동 283-8,37.54449432,126.6816623,032-566-5652,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
세븐일레븐거북시장점,인천광역시,서구,28260,인천광역시 서구 거북로 87,인천광역시 서구 석남동 537-9,37.50334298,126.6715481,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
이마트24서구승학점,인천광역시,서구,28260,인천광역시 서구 승학로506번길 65,인천광역시 서구 검암동 639-1,37.55960715,126.6745547,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유신현에이스점,인천광역시,서구,28260,인천광역시 서구 염곡로383번길 18,인천광역시 서구 신현동 97-14,37.51912539,126.6669306,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25뉴가좌유영점,인천광역시,서구,28260,인천광역시 서구 여우재로75번길 3,인천광역시 서구 가좌동 407,37.48447476,126.688500,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
이마트24검단월드골프점,인천광역시,서구,28260,인천광역시 서구 봉수대로 1548-6,인천광역시 서구 금곡동 242-23,37.61066309,126.6445792,032-299-3030,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
씨유신현미소점,인천광역시,서구,28260,인천광역시 서구 가정로351번길 17,인천광역시 서구 신현동 288-3,37.5161401,126.6707837,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25뉴청라예다음점,인천광역시,서구,28260,인천광역시 서구 청라에메랄드로 134,인천광역시 서구 청라동 130-4,37.53671329,126.6570027,,인천서부경찰서,2024,Y,2025-11-14,3560000,인천광역시 서구
GS25길음뉴타운,서울특별시,성북구,11290,서울특별시 성북구 삼양로13길 45,서울특별시 성북구 길음동 1281-6,37.61072626,127.0196517,02-929-1315,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
GS25고대종암,서울특별시,성북구,11290,서울특별시 성북구 북악산로27길 14,서울특별시 성북구 종암동 31-46,37.59213004,127.0344125,02-929-0567,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU종암행복점,서울특별시,성북구,11290,서울특별시 성북구 종암로5길 29,서울특별시 성북구 종암동 34-6,37.5940509,127.0342589,02-926-4626,종암경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU정릉청수점,서울특별시,성북구,11290,서울특별시 성북구 보국문로32길 3,서울특별시 성북구 정릉동 966-101,37.6172001,127.0024647,02-910-7072,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU성북점,서울특별시,성북구,11290,서울특별시 성북구 성북로8길 4,서울특별시 성북구 성북동 184-48,37.5906171,127.0043319,02-747-4634,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU성북삼선점,서울특별시,성북구,11290,서울특별시 성북구 삼선교로 16길 48,서울특별시 성북구 삼선동2가 212-1,37.5861266,127.0108003,02-6012-6209,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU성북로데오점,서울특별시,성북구,11290,서울특별시 성북구 동소문로20가길 22,서울특별시 성북구 동선동1가 100,37.59263467,127.0177319,02-929-0622,성북경찰서,2014,Y,2025-12-23,3070000,서울특별시 성북구
CU 창원가음한림점,경상남도,창원시,48123,경상남도 창원시 성산구 가음정로43번길 1 (가음정빌딩),경상남도 창원시 성산구 가음동 7-3 (가음정빌딩),35.20941847,128.6887871,000-0000-0000,창원중부경찰서,2019,Y,2025-12-18,5670000,경상남도 창원시
다온도서관,대전광역시,대덕구,30230,"대전광역시 대덕구 한밭대로 1009번길 18, 3층",대전광역시 대덕구 오정동 61-1,36.3590204,127.4111687,,중리지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
호식이두마리치킨,대전광역시,대덕구,30230,대전광역시 대덕구 한밭대로 972번길 97,대전광역시 대덕구 오정동 88-11,36.35388818,127.4103286,,중리지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
헤어천사(1004)미용실,대전광역시,대덕구,30230,대전광역시 대덕구 한남로 85,대전광역시 대덕구 오정동 454-4,36.350548,127.4190229,,중리지구대,,N,2025-12-26,3680000,대전광역시 대덕구
헤어드레서미용실,대전광역시,대덕구,30230,대전광역시 대덕구 덕암로 181번길 13,대전광역시 대덕구 덕암동 65-1,36.4368016,127.4218871,,신탄진지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
허갈닭강정 송촌점,대전광역시,대덕구,30230,대전광역시 대덕구 선비마을로 23번길 31,대전광역시 대덕구 송촌동 496-8,36.36403975,127.4458329,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
한진마트,대전광역시,대덕구,30230,대전광역시 대덕구 한밭대로1129번길 79,대전광역시 대덕구 중리동 393-16,36.36255361,127.4236221,,중리지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
한라축산,대전광역시,대덕구,30230,대전광역시 대덕구 아리랑로 113번길 26,대전광역시 대덕구 읍내동 483-81,36.37532509,127.4187133,,회덕파출소,,Y,2025-12-26,3680000,대전광역시 대덕구
토종슈퍼,대전광역시,대덕구,30230,대전광역시 대덕구 신상로 9,대전광역시 대덕구 비래동 18-14,36.35482263,127.4553511,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
컬투치킨앤피자,대전광역시,대덕구,30230,대전광역시 대덕구 계족로 608번길 17-18,대전광역시 대덕구 법동 200-13,36.366839,127.4312393,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
카페모네2호점,대전광역시,대덕구,30230,대전광역시 대덕구 비래골길 56,대전광역시 대덕구 비래동 405,36.3673225,127.4494246,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
최소영미용실,대전광역시,대덕구,30230,대전광역시 대덕구 대덕대로 1470번길 27,대전광역시 대덕구 목상동 185-1,36.44807043,127.4124454,,신탄진지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
채우다네일,대전광역시,대덕구,30230,대전광역시 대덕구 비래서로 10번길 76,대전광역시 대덕구 비래동 557-12,36.35223776,127.4437925,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
주연미용실,대전광역시,대덕구,30230,대전광역시 대덕구 동춘당로 54번길 40-7,대전광역시 대덕구 송촌동 496-14,36.36433412,127.4451681,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
조은헤어샵,대전광역시,대덕구,30230,대전광역시 대덕구 계족로 608번길 17-17,대전광역시 대덕구 법동 201-2,36.36680104,127.4309958,,송촌지구대,,Y,2025-12-26,3680000,대전광역시 대덕구
GS25뉴검단아이원점,인천광역시,서구,28260,"인천광역시 서구 원당대로685번길 32, 102~103호",인천광역시 서구 마전동 1053-1,37.59612163,126.675813,,인천서부경찰서,2025,Y,2025-11-14,3560000,인천광역시 서구
GS25뉴검암제일점,인천광역시,서구,28260,인천광역시 서구 검암로 11,인천광역시 서구 검암동 521-9,37.56522439,126.6804911,,인천서부경찰서,2025,Y,2025-11-14,3560000,인천광역시 서구
이마트24검암2단지점,인천광역시,서구,28260,인천광역시 서구 승학로 536,인천광역시 서구 검암동 524-9,37.56588736,126.6791032,,인천서부경찰서,2025,Y,2025-11-14,3560000,인천광역시 서구
이마트24서구검암점,인천광역시,서구,28260,인천광역시 서구 승학로506번길 16,인천광역시 서구 검암동 611-3,37.56395359,126.6757859,,인천서부경찰서,2025,Y,2025-11-14,3560000,인천광역시 서구
